report_id,contaminant,authorization,limit,amount_released
265667,Hydrogen Sulfide,TCEQ AIR PERMIT NO. 9288,0.0,3.8 lbs (est.)
265667,Non-Methane Non-Ethane Natural Gas,TCEQ AIR PERMIT NO. 9288,0.01 LBS/HR,2548.0 lbs (est.)
265667,Oxides of Nitrogen (NOx),TCEQ AIR PERMIT NO. 9288,0.03 LBS/HR,1008.7 lbs (est.)
265667,Sulfur dioxide,TCEQ AIR PERMIT NO. 9288,0.01 LBS/HR,354.0 lbs (est.)
265668,Sewage,,0.0,0.00001 gals (est.)
265669,Sewage,,0.0,15500.0 gals (est.)
265670,Sewage,,0.0,44750.0 gals (est.)
265671,Sewage,,0.0,49000.0 gals (est.)
265672,Sewage,,0.0,42750.0 gals (est.)
265673,Sewage,,0.0,19000.0 gals (est.)
265674,Sewage,,0.0,52275.0 gals (est.)
265676,Sewage,,0.0,44000.0 gals (est.)
265677,Sewage,,0.0,1075.0 gals (est.)
265678,Sewage,,0.0,0.00001 gals (est.)
265681,Mineral oil,,0.0,75.0 gals
265682,Sewage,,0.0,1200.0 gals (est.)
265683,Sewage,,0.0,390.0 gals (est.)
265684,Sewage,,0.0,300.0 gals (est.)
265686,Sewage,,0.0,3000.0 gals (est.)
265687,Sewage,,0.0,750.0 gals (est.)
265690,Sewage,,0.0,0.00001 gals (est.)
265692,Sewage,,0.0,250.0 gals (est.)
265693,Sewage,,0.0,1395.0 gals (est.)
265694,Sewage,,0.0,2500.0 gals (est.)
265695,Sewage,,0.0,406.0 gals (est.)
265696,Sewage,,0.0,1.0 gals (est.)
265697,Sewage,,0.0,0.00001 gals (est.)
265698,Sewage,,0.0,0.00001 gals (est.)
265699,Sewage,,0.0,250.0 gals (est.)
265700,Sewage,,0.0,500.0 gals (est.)
265701,Sewage,,0.0,0.00001 gals (est.)
265702,Sewage,,0.0,500.0 gals (est.)
265704,Sewage,,0.0,0.00001 gals (est.)
265705,Sewage,,0.0,200.0 gals (est.)
265706,Sewage,,0.0,100.0 gals (est.)
265707,Sewage,,0.0,500.0 gals (est.)
265708,Sewage,,0.0,600.0 gals (est.)
265710,Sewage,,0.0,1082.0 gals (est.)
265711,Sewage,,0.0,0.00001 gals (est.)
265712,Sewage,,0.0,0.00001 gals (est.)
265713,Sewage,,0.0,600.0 gals (est.)
265715,Sewage,,0.0,500.0 gals (est.)
265716,Sewage,,0.0,0.00001 gals (est.)
265717,Sewage,,0.0,672.0 gals (est.)
265718,Sewage,,0.0,5000.0 gals (est.)
265719,Hydrogen Sulfide,PBR 15455,0.0,0.04 lbs (est.)
265719,NATURAL GAS,PBR 15455,0.0,7295.89 lbs (est.)
265721,Sewage,,0.0,250.0 gals (est.)
265723,Sewage,,0.0,0.00001 gals (est.)
265724,Sewage,,0.0,234.0 gals (est.)
265725,Sewage,,0.0,1480.0 gals (est.)
265726,Sewage,,0.0,1.0 gals (est.)
265733,Sewage,,0.0,9500.0 gals (est.)
265736,Hydrogen Sulfide,NRSP 134641,0.0,0.16 lbs (est.)
265736,NATURAL GAS,NRSP 134641,0.0,12958.03 lbs (est.)
265743,Carbon Monoxide,NRSP 116553,0.0,1.4 lbs (est.)
265743,Hexane Plus,NRSP 116553,0.0,0.1 lbs (est.)
265743,Hydrogen Sulfide,NRSP 116553,0.0,6.37 lbs (est.)
265743,Nitrogen Oxides,NRSP 116553,0.0,0.2 lbs (est.)
265743,Sulfur dioxide,NRSP 116553,0.0,585.98 lbs (est.)
265743,"Butane, N-",NRSP 116553,0.0,60.6 lbs (est.)
265743,Carbon Monoxide,NRSP 116553,0.0,1031.6 lbs (est.)
265743,Hexane Plus,NRSP 116553,0.0,14.0 lbs (est.)
265743,Hydrogen Sulfide,NRSP 116553,0.0,9.88 lbs (est.)
265743,Isobutane,NRSP 116553,0.0,20.7 lbs (est.)
265743,Isopentane,NRSP 116553,0.0,14.4 lbs (est.)
265743,Nitrogen Oxides,NRSP 116553,0.0,516.7 lbs (est.)
265743,"Pentane, N-",NRSP 116553,0.0,17.1 lbs (est.)
265743,Propane,NRSP 116553,0.0,93.1 lbs (est.)
265743,Sulfur dioxide,NRSP 116553,0.0,911.5 lbs (est.)
265745,UNLEADED GASOLINE,,0.0,25.0 gals (est.)
265755,Sewage,,0.0,11000.0 gals (est.)
265757,Sewage,,0.0,337.0 gals (est.)
265758,Sewage,,0.0,5000.0 gals (est.)
265761,Hydrogen Sulfide,N/A,0.0,0.005 lbs (est.)
265761,NATURAL GAS,N/A,0.0,564.943 lbs (est.)
265764,"1,3-BUTADIENE",Permit 21101 (as VOC),476.58 LBS/HR,0.02 lbs (est.)
265764,CO,Permit 21101,364.28 LBS/HR,103.0 lbs (est.)
265764,Cyclohexane,Permit 21101 (as VOC),476.58 LBS/HR,16.0 lbs (est.)
265764,NOX,Permit 21101,71.49 LBS/HR,20.0 lbs (est.)
265764,Other VOCs,Permit 21101,476.58 LBS/HR,20.0 lbs (est.)
265764,"1,3-BUTADIENE",Permit 21101 (as VOC),416.5 LBS/HR,43.0 lbs (est.)
265764,Acetylene,Permit 21101 (as VOC),416.5 LBS/HR,5.0 lbs (est.)
265764,Benzene,Permit 21101 (as VOC),416.5 LBS/HR,41.0 lbs (est.)
265764,Carbon Monoxide,Permit 21101,362.11 LBS/HR,11257.0 lbs (est.)
265764,"Ethylene, gaseous",Permit 21101 (as VOC),416.5 LBS/HR,10805.0 lbs (est.)
265764,NOX,Permit 21101,90.68 LBS/HR,1600.0 lbs (est.)
265764,Other VOCs,Permit 21101,416.5 LBS/HR,80.0 lbs (est.)
265764,Propane,Permit 21101 (as VOC),416.5 LBS/HR,44.0 lbs (est.)
265764,Propylene,Permit 21101 (as VOC),416.5 LBS/HR,101.0 lbs (est.)
265765,"1,2-butadiene",NSR 46307,0.0,0.72 lbs (est.)
265765,"1,3-BUTADIENE",NSR 46307,0.0,16.85 lbs (est.)
265765,1-Butyne,NSR 46307,0.0,0.79 lbs (est.)
265765,Cis-butene-2,NSR 46307,0.0,0.04 lbs (est.)
265765,Furfural,NSR 46307,0.0,50.16 lbs (est.)
265765,Propyne,NSR 46307,0.0,0.09 lbs (est.)
265765,Trans-butene-2,NSR 46307,0.0,0.004 lbs (est.)
265765,Vinyl acetylene,NSR 46307,0.0,3.78 lbs (est.)
265766,VCM,76305/PSDTX226M7,0.49 LBS/HR,2.94 lbs (est.)
265767,Carbon Monoxide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,31.0 lbs (est.)
265767,Hydrogen Sulfide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,3.0 lbs (est.)
265767,NATURAL GAS,Emergency Flaring - No specific emissions authorizations for this facility,0.0,36.0 lbs (est.)
265767,Nitrogen Oxides (NOx),Emergency Flaring - No specific emissions authorizations for this facility,0.0,15.0 lbs (est.)
265767,Sulfur dioxide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,283.0 lbs (est.)
265768,NATURAL GAS,N/A,5000.0 lbs,13438.03 lbs (est.)
265769,NATURAL GAS,N/A,5000.0 lbs,8419.03 lbs (est.)
265770,Carbon Monoxide,146337,0.0,5460.0 lbs (est.)
265770,Hydrogen Sulfide,146337,0.0,22.6 lbs (est.)
265770,NATURAL GAS,146337,0.0,5510.0 lbs (est.)
265770,Nitrogen Oxides (NOx),146337,0.0,2730.0 lbs (est.)
265770,Sulfur dioxide,146337,0.0,2120.0 lbs (est.)
265780,Sewage,,0.0,1200.0 gals (est.)
265781,Sewage,,0.0,250.0 gals (est.)
265782,Sewage,,0.0,100.0 gals (est.)
265784,Sewage,,0.0,145.0 gals (est.)
265785,Sewage,,0.0,140.0 gals (est.)
265786,Sewage,,0.0,70.0 gals (est.)
265787,Sewage,,0.0,310.0 gals (est.)
265788,Sewage,,0.0,850.0 gals (est.)
265789,Sewage,,0.0,57.0 gals (est.)
265790,Sewage,,0.0,17.0 gals (est.)
265791,Sewage,,0.0,395.0 gals (est.)
265793,Sewage,,0.0,60.0 gals (est.)
265794,Sewage,,0.0,160.0 gals (est.)
265795,Sewage,,0.0,374.0 gals (est.)
265796,Sewage,,0.0,2000.0 gals (est.)
265797,Sewage,,0.0,200.0 gals (est.)
265798,Sewage,,0.0,20.0 gals (est.)
265799,Sewage,,0.0,50.0 gals (est.)
265800,Sewage,,0.0,100.0 gals (est.)
265801,Sewage,,0.0,200.0 gals (est.)
265802,Sewage,,0.0,400.0 gals (est.)
265804,Sewage,,0.0,80000.0 gals (est.)
265805,Sewage,,0.0,55.0 gals (est.)
265809,Carbon Monoxide,None,0.0,134.99 lbs (est.)
265809,Hydrogen Sulfide,None,0.0,8.05 lbs (est.)
265809,NATURAL GAS,None,0.0,93.29 lbs (est.)
265809,Nitrogen Oxides,None,0.0,67.62 lbs (est.)
265809,Nitrogen dioxide,None,0.0,3.38 lbs (est.)
265809,Nitrogen oxide,None,0.0,64.24 lbs (est.)
265809,Sulfur dioxide,None,0.0,741.37 lbs (est.)
265810,Sewage,,0.0,40.0 gals (est.)
265813,Sewage,,0.0,1.0 gals (est.)
265815,Sewage,,0.0,1900.0 gals (est.)
265818,Sewage,,0.0,250.0 gals (est.)
265826,Sewage,,0.0,9000.0 gals (est.)
265828,Sewage,,0.0,60.0 gals (est.)
265829,Sewage,,0.0,0.00001 gals (est.)
265833,Butene,,0.0,130.0 lbs (est.)
265835,Sewage,,0.0,200.0 gals (est.)
265836,Sewage,,0.0,0.00001 gals (est.)
265837,Sewage,,0.0,120.0 gals (est.)
265862,Sewage,,0.0,0.00001 gals (est.)
265866,Sewage,,0.0,0.00001 gals (est.)
265870,Sewage,,0.0,153.0 gals (est.)
265873,Sewage,,0.0,590.0 gals (est.)
265878,Sewage,,0.0,5000.0 gals (est.)
265879,Diesel fuel,,0.0,75.0 gals
265880,Butadiene,,0.0,16.0 lbs (est.)
265881,Sewage,,0.0,337.0 gals (est.)
265882,Sewage,,0.0,374.0 gals (est.)
265883,Sewage,,0.0,0.00001 gals (est.)
265884,Sewage,,0.0,0.00001 gals (est.)
265885,Sewage,,0.0,0.00001 gals (est.)
265887,Sewage,,0.0,153.0 gals (est.)
265888,Sewage,,0.0,590.0 gals (est.)
265892,Benzene,,0.0,10.0 lbs (est.)
265892,Nitrogen Oxides,,0.0,200.0 lbs (est.)
265892,Propylene,,0.0,100.0 lbs (est.)
265896,"Butane, N-",Air New Source Registration 113906,0.001 lbs,102.0 lbs (est.)
265896,"Butane, i",Air New Source Registration 113906,0.001 lbs,38.0 lbs (est.)
265896,Carbon Monoxide,Air New Source Registration 113906,45.31507 lbs,324.0 lbs (est.)
265896,Hexanes,Air New Source Registration 113906,0.001 lbs,27.0 lbs (est.)
265896,Hydrogen Sulfide,Air New Source Registration 113906,2.19178 lbs,22.0 lbs (est.)
265896,NOX,Air New Source Registration 113906,46.84931 lbs,162.0 lbs (est.)
265896,"Pentane, N-",Air New Source Registration 113906,0.001 lbs,30.0 lbs (est.)
265896,Propane,Air New Source Registration 113906,0.001 lbs,204.0 lbs (est.)
265896,Sulfur dioxide,Air New Source Registration 113906,30.41096 lbs,2114.0 lbs (est.)
265896,"pentane, iso-",Air New Source Registration 113906,0.001 lbs,34.0 lbs (est.)
265897,Carbon Monoxide,N/A,0.0,26.756 lbs (est.)
265897,Hydrogen Sulfide,N/A,0.0,19.598 lbs (est.)
265897,NATURAL GAS,N/A,0.0,107.972 lbs (est.)
265897,Nitrogen oxide,N/A,0.0,26.756 lbs (est.)
265897,Sulfur dioxide,N/A,0.0,1767.703 lbs (est.)
265901,Hydrogen Sulfide,30 TAC 106.352,0.001 lbs,272.0 lbs (est.)
265910,Carbon Monoxide,"Permit No. O8414, PSD-TX-328M3",11.26 LBS/HR,2560.0 lbs (est.)
265910,Hydrogen Sulfide,"Permit No. O8414, PSD-TX-328M3",0.98 LBS/HR,238.0 lbs (est.)
265910,NATURAL GAS,'No specific emissions authorizations for this facility',0.0,3270.0 lbs (est.)
265910,Nitrogen oxide,"Permit No. O8414, PSD-TX-328M3",1.31 LBS/HR,299.0 lbs (est.)
265910,Opacity,"Permit No. O8414, PSD-TX-328M3",10.0 % op,40.0 % op (est.)
265910,Sulfur dioxide,"Permit No. O8414, PSD-TX-328M3",94.11 LBS/HR,22374.0 lbs (est.)
265910,VOC,"Permit No. O8414, PSD-TX-328M3",9.01 LBS/HR,2158.0 lbs (est.)
