report_id,contaminant,authorization,limit,amount_released
207108,VOCs,Initial Air Start-Up Notification #207108 Dated 12/04/2014 and Permit 19806,600.0 lbs,1515.0 lbs (est.)
207120,Carbon Monoxide,93973,99.24 LBS/HR,1612.8 lbs (est.)
207120,Nitrogen oxide,93973,64.89 LBS/HR,1045.83 lbs (est.)
207120,Propane,93973 (as VOC),88.22 LBS/HR,627.06 lbs (est.)
207120,Propylene (Propene),93973 (as VOC),88.22 LBS/HR,966.48 lbs (est.)
207120,Carbon Monoxide,93973,99.24 LBS/HR,674.98 lbs (est.)
207120,Nitrogen oxide,93973,64.89 LBS/HR,406.2 lbs (est.)
207120,Propane,93973 (as VOC),88.22 LBS/HR,121.22 lbs (est.)
207120,Propylene (Propene),93973 (as VOC),88.22 LBS/HR,602.97 lbs (est.)
207729,Carbon Monoxide,1504A,59.02 LBS/HR,0.5 lbs (est.)
207729,NOX,1504A,57.86 LBS/HR,335.0 lbs (est.)
207729,Carbon Monoxide,1504A,118.04 LBS/HR,0.4 lbs (est.)
207729,NOX,1504A,115.73 LBS/HR,479.0 lbs (est.)
207729,"1,3-BUTADIENE",1504A,1795.72 LBS/HR,468.0 lbs (est.)
207729,Acetylene,1504A,1795.72 LBS/HR,19.0 lbs (est.)
207729,Benzene,1504A,1795.72 LBS/HR,607.0 lbs (est.)
207729,Butane,1504A,1795.72 LBS/HR,1062.0 lbs (est.)
207729,Butene,1504A,1795.72 LBS/HR,471.0 lbs (est.)
207729,Carbon Monoxide,1504A,1892.04 LBS/HR,27708.0 lbs (est.)
207729,Ethylene (gaseous),1504A,1795.72 LBS/HR,2612.0 lbs (est.)
207729,Hexene,1504A,1795.72 LBS/HR,226.0 lbs (est.)
207729,NOX,1504A,261.96 LBS/HR,3860.0 lbs (est.)
207729,Pentene,1504A,1795.72 LBS/HR,472.0 lbs (est.)
207729,Propane,1504A,1795.72 LBS/HR,2279.0 lbs (est.)
207729,Propylene,1504A,1795.72 LBS/HR,5674.0 lbs (est.)
207729,Toluene,1504A,1795.72 LBS/HR,202.0 lbs (est.)
207729,VOC (unspeciated),1504A,1795.72 LBS/HR,1550.0 lbs (est.)
207729,Xylene,1504A,1795.72 LBS/HR,13.0 lbs (est.)
207797,Ethylene (gaseous),#20432,4.54 LBS/HR,53.0 lbs (est.)
207797,Propylene (Propene),#20432,4.54 LBS/HR,264.0 lbs (est.)
207797,"1,3-BUTADIENE",#20432,2000.0 LBS/HR,2470.0 lbs (est.)
207797,1-Butene,#20432,2000.0 LBS/HR,721.0 lbs (est.)
207797,Acetylene,#20432,2000.0 LBS/HR,123.0 lbs (est.)
207797,Benzene,#20432,2000.0 LBS/HR,2430.0 lbs (est.)
207797,"Butane, N-",#20432,2000.0 LBS/HR,387.0 lbs (est.)
207797,Carbon Monoxide,#20432,2282.17 LBS/HR,70477.0 lbs (est.)
207797,Cis-2-butene,#20432,2000.0 LBS/HR,201.0 lbs (est.)
207797,Ethane,#20432,2000.0 LBS/HR,8641.0 lbs (est.)
207797,Ethylene (gaseous),#20432,2000.0 LBS/HR,40156.0 lbs (est.)
207797,Hexane,#20432,2000.0 LBS/HR,468.0 lbs (est.)
207797,Hydrogen,#20432,2000.0 LBS/HR,3315.0 lbs (est.)
207797,Isobutane,#20432,2000.0 LBS/HR,221.0 lbs (est.)
207797,Isobutylene,#20432,2000.0 LBS/HR,984.0 lbs (est.)
207797,Isopentane,#20432,2000.0 LBS/HR,820.0 lbs (est.)
207797,Methane,#20432,2000.0 LBS/HR,17258.0 lbs (est.)
207797,Nitrogen Oxides,#20432,315.97 LBS/HR,9885.0 lbs (est.)
207797,"Pentane, N-",#20432,2000.0 LBS/HR,1112.0 lbs (est.)
207797,Propane,#20432,2000.0 LBS/HR,8645.0 lbs (est.)
207797,Propylene,#20432,2000.0 LBS/HR,13217.0 lbs (est.)
207797,Toluene,#20432,2000.0 LBS/HR,3626.0 lbs (est.)
207797,"1,3-BUTADIENE",#20432,2000.0 LBS/HR,272.0 lbs (est.)
207797,1-Butene,#20432,2000.0 LBS/HR,76.0 lbs (est.)
207797,Acetylene,#20432,2000.0 LBS/HR,11.0 lbs (est.)
207797,Benzene,#20432,2000.0 LBS/HR,131.0 lbs (est.)
207797,"Butane, N-",#20432,2000.0 LBS/HR,53.0 lbs (est.)
207797,Carbon Monoxide,#20432,2282.17 LBS/HR,11737.0 lbs (est.)
207797,Cis-2-butene,#20432,2000.0 LBS/HR,20.0 lbs (est.)
207797,Ethane,#20432,2000.0 LBS/HR,1604.0 lbs (est.)
207797,Ethylene (gaseous),#20432,2000.0 LBS/HR,7035.0 lbs (est.)
207797,Hexane,#20432,2000.0 LBS/HR,47.0 lbs (est.)
207797,Hydrogen,#20432,2000.0 LBS/HR,454.0 lbs (est.)
207797,Isobutane,#20432,2000.0 LBS/HR,38.0 lbs (est.)
207797,Isobutylene,#20432,2000.0 LBS/HR,104.0 lbs (est.)
207797,Isopentane,#20432,2000.0 LBS/HR,83.0 lbs (est.)
207797,Methane,#20432,2000.0 LBS/HR,2416.0 lbs (est.)
207797,Nitrogen Oxides,#20432,315.97 LBS/HR,1627.0 lbs (est.)
207797,"Pentane, N-",#20432,2000.0 LBS/HR,113.0 lbs (est.)
207797,Propane,#20432,2000.0 LBS/HR,1742.0 lbs (est.)
207797,Propylene,#20432,2000.0 LBS/HR,2608.0 lbs (est.)
207797,Toluene,#20432,2000.0 LBS/HR,368.0 lbs (est.)
207866,Benzene,No specific authorization,0.0,139.7 lbs (est.)
207866,Ethylbenzene,No specific authorization,0.0,8.7 lbs (est.)
207866,Nonane,No specific authorization,0.0,0.5 lbs (est.)
207866,Other VOCs,No specific authorization,0.0,358.1 lbs (est.)
207866,Pentane,No specific authorization,0.0,3.8 lbs (est.)
207866,Toluene,No specific authorization,0.0,31.5 lbs (est.)
207866,Xylenes,No specific authorization,0.0,2.2 lbs (est.)
207913,Acetylene,Permit 83741 (as VOC),2515.17 LBS/HR,388.0 lbs (est.)
207913,Benzene,Permit 83741,138.98 LBS/HR,1628.0 lbs (est.)
207913,"Butadiene, 1-3",Permit 83741 (as VOC),2515.17 LBS/HR,2046.0 lbs (est.)
207913,Butane,Permit 83741 (as VOC),2515.17 LBS/HR,515.0 lbs (est.)
207913,CO (Startup/Shutdown),Permit 83741,3043.06 LBS/HR,120506.0 lbs (est.)
207913,Ethylene (gaseous),Permit 83741 (as VOC),2515.17 LBS/HR,62052.0 lbs (est.)
207913,NOx (Startup/Shutdown),Permit 83741,421.09 LBS/HR,16972.0 lbs (est.)
207913,Propane,Permit 83741 (as VOC),2515.17 LBS/HR,3617.0 lbs (est.)
207913,Propylene (Propene),Permit 83741 (as VOC),2515.17 LBS/HR,11783.0 lbs (est.)
207913,VOC (Unspecified),Permit 83741 (as VOC),2515.17 LBS/HR,26194.0 lbs (est.)
207967,Benzene,No specific emissions authorizations for event.,0.0,0.016 lbs (est.)
207967,Butane,No specific emissions authorizations for event.,0.0,63.266 lbs (est.)
207967,Carbon Monoxide,No specific emissions authorizations for event.,0.0,2937.896 lbs (est.)
207967,Hydrogen Sulfide,No specific emissions authorizations for event.,0.0,2.634 lbs (est.)
207967,NOX,No specific emissions authorizations for event.,0.0,564.915 lbs (est.)
207967,Pentane,No specific emissions authorizations for event.,0.0,22.382 lbs (est.)
207967,Propane,No specific emissions authorizations for event.,0.0,388.237 lbs (est.)
207967,Sulfur dioxide,No specific emissions authorizations for event.,0.0,3479.457 lbs (est.)
207967,Unspeciated VOCs,No specific emissions authorizations for event.,0.0,78.689 lbs (est.)
207971,Ammonia,Permit 6056,0.0,6.647 lbs (est.)
207971,"Butane, N-",Permit 6056,0.0,1408.47 lbs (est.)
207971,Carbon Monoxide,Permit 6056,0.0,2266.447 lbs (est.)
207971,Ethane,Permit 6056,0.0,167.017 lbs (est.)
207971,Hydrogen,Permit 6056,0.0,1.787 lbs (est.)
207971,Hydrogen Sulfide,Permit 6056,0.0,203.448 lbs (est.)
207971,Isobutane,Permit 6056,0.0,3933.103 lbs (est.)
207971,Isopentane,Permit 6056,0.0,86.888 lbs (est.)
207971,Methane,Permit 6056,0.0,23.405 lbs (est.)
207971,Oxides of Nitrogen (NOx),Permit 6056,0.0,887.686 lbs (est.)
207971,"Pentane, N-",Permit 6056,0.0,86.888 lbs (est.)
207971,Propane,Permit 6056,0.0,796.653 lbs (est.)
207971,Sulfur dioxide,Permit 6056,0.0,18721.049 lbs (est.)
207992,Ethylene (gaseous),4477,0.0,15477.0 lbs (est.)
207992,Polyethylene,4477,0.0,1549.0 lbs (est.)
207992,Propylene,4477,0.0,211.0 lbs (est.)
207992,Carbon Monoxide,4477,10.09 LBS/HR,25.0 lbs (est.)
207992,Ethylene (gaseous),4477,18.39 LBS/HR,134.0 lbs (est.)
207992,Nitrogen dioxide,4477,1.46 LBS/HR,1.0 lbs (est.)
207992,Nitrogen oxide,4477,1.46 LBS/HR,3.0 lbs (est.)
207992,Propylene,4477,18.39 LBS/HR,2.0 lbs (est.)
207995,Butane,76070 (as VOC),41.37 LBS/HR,50.79 lbs (est.)
207995,C5+ (not including benzene),76070 (as VOC),41.37 LBS/HR,134.76 lbs (est.)
207995,Carbon Monoxide,76070,242.53 LBS/HR,2620.91 lbs (est.)
207995,Isobutane,76070 (as VOC),41.37 LBS/HR,2807.04 lbs (est.)
207995,Isobutylene,76070 (as VOC),41.37 LBS/HR,60.59 lbs (est.)
207995,Nitrogen oxide,76070,158.58 LBS/HR,999.23 lbs (est.)
207995,Propane,76070 (as VOC),41.37 LBS/HR,560.85 lbs (est.)
207995,Propylene (Propene),76070 (as VOC),41.37 LBS/HR,292.73 lbs (est.)
207996,"1,3-BUTADIENE",NSR 6825A MAERT Flare Subcap,0.0,0.7 lbs (est.)
207996,1-Butene,NSR 6825A MAERT Flare Subcap,0.0,58.0 lbs (est.)
207996,2-Butene-cis,NSR 6825A MAERT Flare Subcap,0.0,51.0 lbs (est.)
207996,2-Butene-trans,NSR 6825A MAERT Flare Subcap,0.0,71.0 lbs (est.)
207996,2-Methyl propene,NSR 6825A MAERT Flare Subcap,0.0,55.0 lbs (est.)
207996,"Butane, N-",NSR 6825A MAERT Flare Subcap,0.0,51.0 lbs (est.)
207996,Carbon Monoxide,NSR 6825A MAERT Flare Subcap,0.0,392.0 lbs (est.)
207996,Ethylene (gaseous),NSR 6825A MAERT Flare Subcap,0.0,48.0 lbs (est.)
207996,Hexane,NSR 6825A MAERT Flare Subcap,0.0,59.0 lbs (est.)
207996,Hydrogen Sulfide,NSR 6825A MAERT Flare Subcap,0.0,15.0 lbs (est.)
207996,Isobutane,NSR 6825A MAERT Flare Subcap,0.0,196.0 lbs (est.)
207996,Isopentane,NSR 6825A MAERT Flare Subcap,0.0,144.0 lbs (est.)
207996,NOX,NSR 6825A MAERT Flare Subcap,0.0,54.0 lbs (est.)
207996,"Pentane, N-",NSR 6825A MAERT Flare Subcap,0.0,14.0 lbs (est.)
207996,Propane,NSR 6825A MAERT Flare Subcap,0.0,83.0 lbs (est.)
207996,Propylene (Propene),NSR 6825A MAERT Flare Subcap,0.0,110.0 lbs (est.)
207996,Sulfur dioxide,NSR 6825A MAERT Flare Subcap,0.0,1449.0 lbs (est.)
207996,"1,3-BUTADIENE",NSR 6825A MAERT Flare Subcap,0.0,0.1 lbs (est.)
207996,1-Butene,NSR 6825A MAERT Flare Subcap,0.0,12.0 lbs (est.)
207996,2-Butene-cis,NSR 6825A MAERT Flare Subcap,0.0,10.0 lbs (est.)
207996,2-Butene-trans,NSR 6825A MAERT Flare Subcap,0.0,15.0 lbs (est.)
207996,2-Methyl propene,NSR 6825A MAERT Flare Subcap,0.0,11.0 lbs (est.)
207996,"Butane, N-",NSR 6825A MAERT Flare Subcap,0.0,10.0 lbs (est.)
207996,Carbon Monoxide,NSR 6825A MAERT Flare Subcap,0.0,81.0 lbs (est.)
207996,Ethylene (gaseous),NSR 6825A MAERT Flare Subcap,0.0,9.8 lbs (est.)
207996,Hexane,NSR 6825A MAERT Flare Subcap,0.0,12.0 lbs (est.)
207996,Hydrogen Sulfide,NSR 6825A MAERT Flare Subcap,0.0,3.2 lbs (est.)
207996,Isobutane,NSR 6825A MAERT Flare Subcap,0.0,40.0 lbs (est.)
207996,Isopentane,NSR 6825A MAERT Flare Subcap,0.0,30.0 lbs (est.)
207996,NOX,NSR 6825A MAERT Flare Subcap,0.0,11.0 lbs (est.)
207996,"Pentane, N-",NSR 6825A MAERT Flare Subcap,0.0,2.8 lbs (est.)
207996,Propane,NSR 6825A MAERT Flare Subcap,0.0,17.0 lbs (est.)
207996,Propylene (Propene),NSR 6825A MAERT Flare Subcap,0.0,23.0 lbs (est.)
207996,Sulfur dioxide,NSR 6825A MAERT Flare Subcap,0.0,298.0 lbs (est.)
207996,"1,3-BUTADIENE",NSR 6825A MAERT Flare Subcap,0.0,3.4 lbs (est.)
207996,1-Butene,NSR 6825A MAERT Flare Subcap,0.0,285.0 lbs (est.)
207996,2-Butene-cis,NSR 6825A MAERT Flare Subcap,0.0,249.0 lbs (est.)
207996,2-Butene-trans,NSR 6825A MAERT Flare Subcap,0.0,346.0 lbs (est.)
207996,2-Methyl propene,NSR 6825A MAERT Flare Subcap,0.0,271.0 lbs (est.)
207996,"Butane, N-",NSR 6825A MAERT Flare Subcap,0.0,250.0 lbs (est.)
207996,Carbon Monoxide,NSR 6825A MAERT Flare Subcap,0.0,1925.0 lbs (est.)
207996,Ethylene (gaseous),NSR 6825A MAERT Flare Subcap,0.0,234.0 lbs (est.)
207996,Hexane,NSR 6825A MAERT Flare Subcap,0.0,290.0 lbs (est.)
207996,Hydrogen Sulfide,NSR 6825A MAERT Flare Subcap,0.0,76.0 lbs (est.)
207996,Isobutane,NSR 6825A MAERT Flare Subcap,0.0,961.0 lbs (est.)
207996,Isopentane,NSR 6825A MAERT Flare Subcap,0.0,708.0 lbs (est.)
207996,NOX,NSR 6825A MAERT Flare Subcap,0.0,266.0 lbs (est.)
207996,"Pentane, N-",NSR 6825A MAERT Flare Subcap,0.0,68.0 lbs (est.)
207996,Propane,NSR 6825A MAERT Flare Subcap,0.0,409.0 lbs (est.)
207996,Propylene (Propene),NSR 6825A MAERT Flare Subcap,0.0,541.0 lbs (est.)
207996,Sulfur dioxide,NSR 6825A MAERT Flare Subcap,0.0,7110.0 lbs (est.)
208007,CO,NSR Permit 6825A MAERT Limit,32.61 LBS/HR,24.6 lbs (est.)
208007,Nitrogen Oxides,NSR Permit 6825A MAERT Limit,13.86 LBS/HR,130.1 lbs (est.)
208007,Particulate Matter,NSR Permit 6825A MAERT Limit,2.77 LBS/HR,29.8 lbs (est.)
208007,Sulfur dioxide,NSR Permit 6825A MAERT Limit,10.59 LBS/HR,264.5 lbs (est.)
208007,VOC (unspeciated),NSR Permit 6825A MAERT Limit,2.14 LBS/HR,3.2 lbs (est.)
208007,CO,NSR Permit 6825A MAERT Limit,10.89 LBS/HR,0.1 lbs (est.)
208007,Nitrogen Oxides,NSR Permit 6825A MAERT Limit,7.8 LBS/HR,43.4 lbs (est.)
208007,Particulate Matter,NSR Permit 6825A MAERT Limit,1.28 LBS/HR,13.0 lbs (est.)
208007,Sulfur dioxide,NSR Permit 6825A MAERT Limit,4.1 LBS/HR,110.5 lbs (est.)
208007,VOC (unspeciated),NSR Permit 6825A MAERT Limit,0.92 LBS/HR,0.7 lbs (est.)
208007,CO,NSR Permit 6825A MAERT Limit,21.96 LBS/HR,1.7 lbs (est.)
208007,Nitrogen Oxides,NSR Permit 6825A MAERT Limit,16.0 LBS/HR,68.4 lbs (est.)
208007,Particulate Matter,NSR Permit 6825A MAERT Limit,1.87 LBS/HR,9.0 lbs (est.)
208007,Sulfur dioxide,NSR Permit 6825A MAERT Limit,6.79 LBS/HR,87.9 lbs (est.)
208007,VOC (unspeciated),NSR Permit 6825A MAERT Limit,1.44 LBS/HR,0.3 lbs (est.)
208007,CO,NSR Permit 6825A MAERT Limit,21.96 LBS/HR,4.3 lbs (est.)
208007,Nitrogen Oxides,NSR Permit 6825A MAERT Limit,16.0 LBS/HR,56.6 lbs (est.)
208007,Particulate Matter,NSR Permit 6825A MAERT Limit,1.87 LBS/HR,7.5 lbs (est.)
208007,Sulfur dioxide,NSR Permit 6825A MAERT Limit,6.79 LBS/HR,72.8 lbs (est.)
208007,VOC (unspeciated),NSR Permit 6825A MAERT Limit,1.44 LBS/HR,0.3 lbs (est.)
208007,Butanes,NSR 6825A Flare MAERT Subcap,0.0,1.15 lbs (est.)
208007,CO,NSR 6825A Flare MAERT Subcap,0.0,9.5 lbs (est.)
208007,Hydrogen Sulfide,NSR 6825A Flare MAERT Subcap,0.0,1.2 lbs (est.)
208007,Nitrogen Oxides,NSR 6825A Flare MAERT Subcap,0.0,1.3 lbs (est.)
208007,Pentanes,NSR 6825A Flare MAERT Subcap,0.0,0.5 lbs (est.)
208007,Propane,NSR 6825A Flare MAERT Subcap,0.0,1.1 lbs (est.)
208007,Sulfur dioxide,NSR 6825A Flare MAERT Subcap,0.0,112.9 lbs (est.)
208007,n-hexane - 110543,NSR 6825A Flare MAERT Subcap,0.0,0.5 lbs (est.)
208007,Butanes,NSR 6825A Flare MAERT Subcap,0.0,67.0 lbs (est.)
208007,CO,NSR 6825A Flare MAERT Subcap,0.0,524.1 lbs (est.)
208007,Hydrogen Sulfide,NSR 6825A Flare MAERT Subcap,0.0,66.28 lbs (est.)
208007,Nitrogen Oxides,NSR 6825A Flare MAERT Subcap,0.0,72.6 lbs (est.)
208007,Pentanes,NSR 6825A Flare MAERT Subcap,0.0,26.4 lbs (est.)
208007,Propane,NSR 6825A Flare MAERT Subcap,0.0,55.58 lbs (est.)
208007,Sulfur dioxide,NSR 6825A Flare MAERT Subcap,0.0,6238.0 lbs (est.)
208007,n-hexane - 110543,NSR 6825A Flare MAERT Subcap,0.0,26.28 lbs (est.)
208007,CO,NSR Permit 6825A MAERT Limit,4.07 LBS/HR,0.7 lbs (est.)
208007,Nitrogen Oxides,NSR Permit 6825A MAERT Limit,2.2 LBS/HR,5.8 lbs (est.)
208007,Particulate Matter,NSR Permit 6825A MAERT Limit,0.47 LBS/HR,1.2 lbs (est.)
208007,Sulfur dioxide,NSR Permit 6825A MAERT Limit,1.44 LBS/HR,11.3 lbs (est.)
208007,VOC (unspeciated),NSR Permit 6825A MAERT Limit,0.34 LBS/HR,0.3 lbs (est.)
208007,CO,"NSR Permit 6825A, SRU MAERT Subcap",0.0,13.78 lbs (est.)
208007,Hydrogen Sulfide,NSR Permit 6825A MAERT Cap,0.0,3.4 lbs (est.)
208007,Nitrogen dioxide,"NSR Permit 6825A, SRU MAERT Subcap",0.0,1.56 lbs (est.)
208007,PM (unspeciated),"NSR Permit 6825A, SRU MAERT Subcap",0.0,0.73 lbs (est.)
208007,Sulfur dioxide,NSR Permit 6825A MAERT,137.89 LBS/HR,259.35 lbs (est.)
208007,VOC (unspeciated),"NSR Permit 6825A, SRU MAERT Subcap",0.0,0.53 lbs (est.)
208009,NOX,Permit 46396,145.01 LBS/HR,154.83 lbs (est.)
208009,Carbon Monoxide,Permit 46396,226.9 LBS/HR,84.67 lbs (est.)
208009,Hydrogen Sulfide,Permit 46396,0.13 LBS/HR,53.27 lbs (est.)
208009,NOX,Permit 46396,33.0 LBS/HR,14.39 lbs (est.)
208009,Sulfur dioxide,Permit 46396,10.67 LBS/HR,4709.26 lbs (est.)
208009,VOC,Permit 46396,529.58 LBS/HR,98.89 lbs (est.)
208009,Carbon Monoxide,Permit 46396,226.9 LBS/HR,5.43 lbs (est.)
208009,Hydrogen Sulfide,Permit 46396,0.13 LBS/HR,0.91 lbs (est.)
208009,NOX,Permit 46396,33.0 LBS/HR,1.01 lbs (est.)
208009,Sulfur dioxide,Permit 46396,10.67 LBS/HR,86.18 lbs (est.)
208009,VOC,Permit 46396,529.58 LBS/HR,3.16 lbs (est.)
208009,Carbon Monoxide,Permit 46396,226.9 LBS/HR,43.22 lbs (est.)
208009,Hydrogen Sulfide,Permit 46396,0.13 LBS/HR,12.48 lbs (est.)
208009,NOX,Permit 46396,33.0 LBS/HR,7.19 lbs (est.)
208009,Sulfur dioxide,Permit 46396,10.67 LBS/HR,1141.47 lbs (est.)
208009,VOC,Permit 46396,529.58 LBS/HR,53.1 lbs (est.)
208010,Carbon Monoxide,Permit 46396,226.9 LBS/HR,86.02 lbs (est.)
208010,Hydrogen Sulfide,Permit 46396,0.13 LBS/HR,43.1 lbs (est.)
208010,NOX,Permit 46396,33.0 LBS/HR,13.51 lbs (est.)
208010,Sulfur dioxide,Permit 46396,10.67 LBS/HR,3944.33 lbs (est.)
208010,VOC,Permit 46396,529.58 LBS/HR,107.19 lbs (est.)
208010,Carbon Monoxide,Permit 46396,226.9 LBS/HR,3.33 lbs (est.)
208010,Hydrogen Sulfide,Permit 46396,0.13 LBS/HR,0.33 lbs (est.)
208010,NOX,Permit 46396,33.0 LBS/HR,0.6 lbs (est.)
208010,Sulfur dioxide,Permit 46396,10.67 LBS/HR,29.61 lbs (est.)
208010,VOC,Permit 46396,529.58 LBS/HR,15.02 lbs (est.)
208010,Carbon Monoxide,Permit 46396,226.9 LBS/HR,42.51 lbs (est.)
208010,Hydrogen Sulfide,Permit 46396,0.13 LBS/HR,16.11 lbs (est.)
208010,NOX,Permit 46396,33.0 LBS/HR,5.89 lbs (est.)
208010,Sulfur dioxide,Permit 46396,10.67 LBS/HR,1486.21 lbs (est.)
208010,VOC,Permit 46396,529.58 LBS/HR,67.33 lbs (est.)
208014,"1,3-BUTADIENE",28.88 lbs of total 29.31 lbs are authorized under Permit 3452/PSD-TX-302M2,709.48 LBS/HR,0.43 lbs (est.)
208014,Acetylene,0.01 lbs of total 0.01 lbs are authorized under Permit 3452/PSD-TX-302M2,709.48 LBS/HR,0.00001 lbs (est.)
208014,"Butane, N-",13.92 lbs of total 14.19 lbs are authorized under Permit 3452/PSD-TX-302M2,709.48 LBS/HR,0.27 lbs (est.)
208014,Carbon Monoxide,390.43 lbs of total 1018.03 lbs are authorized under Permit 3452/PSD-TX-302M2,6627.58 LBS/HR,627.6 lbs (est.)
208014,Cis-2-butene,3.72 lbs of total 3.72 lbs are authorized under Permit 3452/PSD-TX-302M2,709.48 LBS/HR,0.00001 lbs (est.)
208014,Ethylene (gaseous),464.20 lbs of total 559.74 lbs are authorized under Permit 3452/PSD-TX-302M2,709.48 LBS/HR,95.54 lbs (est.)
208014,Isobutane,5.69 lbs of total 5.80 lbs are authorized under Permit 3452/PSD-TX-302M2,709.48 LBS/HR,0.11 lbs (est.)
208014,Isobutylene,9.48 lbs of total 9.84 lbs are authorized under Permit 3452/PSD-TX-302M2,709.48 LBS/HR,0.36 lbs (est.)
208014,NOX,129.60 lbs of total 158.12 lbs are authorized under Permit 3452/PSD-TX-302M2,1630.75 LBS/HR,28.52 lbs (est.)
208014,Propane,14.53 lbs of total 14.83 lbs are authorized under Permit 3452/PSD-TX-302M2,709.48 LBS/HR,0.3 lbs (est.)
208014,Propylene (Propene),17.45 lbs of total 18.08 lbs are authorized under Permit 3452/PSD-TX-302M2,709.48 LBS/HR,0.63 lbs (est.)
208014,Trans-2-butene,3.55 lbs of total 3.73 lbs are authorized under Permit 3452/PSD-TX-302M2,709.48 LBS/HR,0.18 lbs (est.)
208014,VOC (unspeciated),328.18 lbs of total 333.61 lbs are authorized under Permit 3452/PSD-TX-302M2,709.48 LBS/HR,5.43 lbs (est.)
208014,"1,3-BUTADIENE",0.01 lbs of total 0.01 lbs are authorized under Permit 3452/PSD-TX-302M2,709.48 LBS/HR,0.00001 lbs (est.)
208014,"Butane, N-",1.52 lbs of total 1.62 lbs are authorized under Permit 3452/PSD-TX-302M2,709.48 LBS/HR,0.1 lbs (est.)
208014,Carbon Monoxide,214.28 lbs of total 781.93 lbs are authorized under Permit 3452/PSD-TX-302M2,6627.58 LBS/HR,567.65 lbs (est.)
208014,Ethylene (gaseous),475.76 lbs of total 608.74 lbs are authorized under Permit 3452/PSD-TX-302M2,709.48 LBS/HR,132.98 lbs (est.)
208014,Isobutane,0.89 lbs of total 0.89 lbs are authorized under Permit 3452/PSD-TX-302M2,709.48 LBS/HR,0.00001 lbs (est.)
208014,Isobutylene,3.05 lbs of total 3.43 lbs are authorized under Permit 3452/PSD-TX-302M2,709.48 LBS/HR,0.38 lbs (est.)
208014,NOX,81.96 lbs of total 115.56 lbs are authorized under Permit 3452/PSD-TX-302M2,1630.75 LBS/HR,33.6 lbs (est.)
208014,Propane,4.69 lbs of total 4.96 lbs are authorized under Permit 3452/PSD-TX-302M2,709.48 LBS/HR,0.27 lbs (est.)
208014,Propylene (Propene),5.40 lbs of total 6.05 lbs are authorized under Permit 3452/PSD-TX-302M2,709.48 LBS/HR,0.65 lbs (est.)
208014,Trans-2-butene,0.27 lbs of total 0.27 lbs are authorized under Permit 3452/PSD-TX-302M2,709.48 LBS/HR,0.00001 lbs (est.)
208014,VOC (unspeciated),18.54 lbs of total 20.14 lbs are authorized under Permit 3452/PSD-TX-302M2,709.48 LBS/HR,1.6 lbs (est.)
208034,Ethylene (gaseous),N/A,0.0,2506.0 lbs (est.)
208095,Carbon Monoxide,20246,141.6 LBS/HR,5.47 lbs (est.)
208095,Nitrogen Oxides,20246,201.86 LBS/HR,5.28 lbs (est.)
208095,Particulate Matter,20246,34.8 LBS/HR,2073.0 lbs (est.)
208095,Sulfur dioxide,20246,290.45 LBS/HR,57.13 lbs (est.)
